board_id,fe_id,channel,bl_e,bl_t,dead_time,do_t1_delay,g_e,g_q,g_t,masked,meas_mode,qdc_max_intg_t,qdc_min_intg_t,thr_e,thr_e_bl,thr_t1,thr_t1_bl,thr_t2,thr_t2_bl,trig_b,trig_e,trig_q,trig_t
57,6,7,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,56,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,8,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,56,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,9,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,32,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,59,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,33,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,34,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,57,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,35,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,44,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,36,6,48,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,55,15,53,15,60,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,37,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,59,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,38,6,50,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,59,15,47,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,39,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,58,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,40,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,58,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,41,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,60,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,42,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,43,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,44,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,44,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,57,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,45,6,59,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,60,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,46,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,58,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,47,5,58,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,48,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,46,15,56,15,60,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,49,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,58,15,58,15,56,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,50,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,58,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,51,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,58,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,52,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,53,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,54,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,55,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,56,6,60,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,59,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,57,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,58,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,57,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,59,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,58,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,60,5,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,61,5,51,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,46,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,62,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,59,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,7,63,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,44,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
